id_cliente,fecha_compra,monto,canal,medio_pago
C231,2024-11-07,180,Online,Tarjeta Débito
C030,2024-11-07,160,Online,Tarjeta Crédito
C237,2024-11-07,140,Online,Efectivo
C268,2024-11-07,40,Tienda Física,Efectivo
C030,2024-11-07,180,Online,Efectivo
C128,2024-11-07,20,Tienda Física,Efectivo
C095,2024-11-07,40,Tienda Física,Efectivo
C013,2024-11-07,140,Tienda Física,Efectivo
C051,2024-11-08,180,Online,Efectivo
C286,2024-11-08,140,Online,Tarjeta Crédito
C118,2024-11-08,100,Online,Tarjeta Débito
C089,2024-11-08,200,Tienda Física,Tarjeta Crédito
C070,2024-11-09,180,Tienda Física,Efectivo
C133,2024-11-09,40,Tienda Física,Efectivo
C135,2024-11-09,60,Online,Tarjeta Crédito
C143,2024-11-09,60,Online,Efectivo
C002,2024-11-09,100,Tienda Física,Tarjeta Débito
C185,2024-11-09,60,App,Tarjeta Débito
C081,2024-11-09,30,Tienda Física,Efectivo
C029,2024-11-09,40,Tienda Física,Efectivo
C011,2024-11-09,140,Tienda Física,Efectivo
C215,2024-11-09,30,Tienda Física,Efectivo
C263,2024-11-10,20,Tienda Física,Efectivo
C159,2024-11-10,60,Online,Tarjeta Crédito
C268,2024-11-10,60,Online,Tarjeta Crédito
C021,2024-11-11,160,Online,Efectivo
C052,2024-11-11,100,Tienda Física,Efectivo
C189,2024-11-11,180,Tienda Física,Tarjeta Crédito
C120,2024-11-11,180,Online,Tarjeta Débito
C278,2024-11-12,60,App,Efectivo
C218,2024-11-12,60,Tienda Física,Tarjeta Crédito
C194,2024-11-13,180,App,Efectivo
C168,2024-11-13,180,Online,Tarjeta Débito
C064,2024-11-13,100,Tienda Física,Tarjeta Crédito
C082,2024-11-13,30,Tienda Física,Efectivo
C245,2024-11-13,200,Online,Tarjeta Débito
C021,2024-11-13,160,Online,Tarjeta Crédito
C090,2024-11-13,200,Tienda Física,Tarjeta Crédito
C002,2024-11-13,100,Tienda Física,Tarjeta Débito
C020,2024-11-13,200,Online,Tarjeta Débito
C082,2024-11-14,60,Tienda Física,Efectivo
C105,2024-11-15,200,Tienda Física,Tarjeta Crédito
C118,2024-11-15,100,Online,Tarjeta Crédito
C068,2024-11-15,20,Tienda Física,Efectivo
C198,2024-11-15,140,Tienda Física,Tarjeta Débito
C081,2024-11-15,50,Tienda Física,Efectivo
C020,2024-11-16,180,App,Efectivo
C184,2024-11-16,120,Tienda Física,Tarjeta Débito
C151,2024-11-16,180,App,Tarjeta Débito
C217,2024-11-16,10,Tienda Física,Efectivo
C128,2024-11-16,20,Tienda Física,Efectivo
C105,2024-11-16,160,App,Tarjeta Débito
C161,2024-11-16,200,Online,Tarjeta Crédito
C032,2024-11-17,180,Online,Tarjeta Crédito
C116,2024-11-17,180,Tienda Física,Tarjeta Débito
C151,2024-11-17,140,Online,Tarjeta Crédito
C033,2024-11-18,60,Online,Tarjeta Débito
C066,2024-11-18,180,Tienda Física,Efectivo
C177,2024-11-18,140,Online,Efectivo
C030,2024-11-19,180,App,Tarjeta Débito
C095,2024-11-19,50,Tienda Física,Efectivo
C171,2024-11-19,100,Online,Tarjeta Débito
C267,2024-11-19,20,Tienda Física,Efectivo
C014,2024-11-19,180,Tienda Física,Efectivo
C185,2024-11-19,60,Tienda Física,Tarjeta Débito
C292,2024-11-19,20,Tienda Física,Efectivo
C120,2024-11-19,200,Tienda Física,Tarjeta Débito
C268,2024-11-19,10,Tienda Física,Efectivo
C055,2024-11-20,40,Tienda Física,Efectivo
C146,2024-11-20,30,Tienda Física,Efectivo
C033,2024-11-20,40,Tienda Física,Efectivo
C299,2024-11-21,140,Tienda Física,Tarjeta Débito
C133,2024-11-21,30,Tienda Física,Efectivo
C017,2024-11-21,20,Tienda Física,Efectivo
C022,2024-11-21,30,Tienda Física,Efectivo
C247,2024-11-21,200,Tienda Física,Tarjeta Débito
C145,2024-11-21,40,Tienda Física,Efectivo
C082,2024-11-22,50,Tienda Física,Efectivo
C259,2024-11-22,160,Tienda Física,Tarjeta Débito
C133,2024-11-22,60,App,Tarjeta Crédito
C200,2024-11-22,50,Tienda Física,Efectivo
C279,2024-11-22,180,Online,Tarjeta Crédito
C237,2024-11-23,120,Tienda Física,Efectivo
C217,2024-11-23,30,Tienda Física,Efectivo
C182,2024-11-24,180,App,Efectivo
C171,2024-11-24,140,App,Tarjeta Débito
C288,2024-11-24,100,App,Efectivo
C026,2024-11-24,120,Tienda Física,Efectivo
C191,2024-11-25,20,Tienda Física,Efectivo
C247,2024-11-25,180,Online,Tarjeta Débito
C231,2024-11-25,200,Online,Tarjeta Débito
C116,2024-11-25,180,Tienda Física,Tarjeta Crédito
C205,2024-11-25,40,Tienda Física,Efectivo
C165,2024-11-25,200,Tienda Física,Tarjeta Débito
C198,2024-11-25,100,App,Tarjeta Débito
C051,2024-11-26,180,App,Tarjeta Crédito
C288,2024-11-26,120,Tienda Física,Tarjeta Crédito
C117,2024-11-26,60,App,Tarjeta Crédito
C031,2024-11-27,180,App,Efectivo
C033,2024-11-27,60,Online,Tarjeta Crédito
C171,2024-11-27,100,Tienda Física,Tarjeta Débito
C247,2024-11-27,100,App,Tarjeta Crédito
C296,2024-11-28,50,Tienda Física,Efectivo
C262,2024-11-28,120,Online,Tarjeta Crédito
C263,2024-11-28,60,Tienda Física,Tarjeta Crédito
C193,2024-11-28,160,App,Tarjeta Crédito
C232,2024-11-28,40,Tienda Física,Efectivo
C110,2024-11-28,30,Tienda Física,Efectivo
C262,2024-11-29,120,Tienda Física,Tarjeta Crédito
C263,2024-11-29,50,Tienda Física,Efectivo
C296,2024-11-29,40,Tienda Física,Efectivo
C274,2024-11-30,100,Online,Efectivo
C289,2024-11-30,140,Online,Efectivo
C019,2024-11-30,200,Tienda Física,Tarjeta Débito
C082,2024-11-30,20,Tienda Física,Efectivo
C126,2024-11-30,180,App,Tarjeta Débito
C145,2024-12-01,60,Online,Tarjeta Crédito
C027,2024-12-01,160,App,Tarjeta Crédito
C296,2024-12-02,60,Online,Efectivo
C277,2024-12-02,100,Tienda Física,Tarjeta Débito
C268,2024-12-02,50,Tienda Física,Efectivo
C259,2024-12-02,120,App,Tarjeta Débito
C006,2024-12-02,180,App,Efectivo
C268,2024-12-03,60,App,Tarjeta Débito
C231,2024-12-03,200,Online,Tarjeta Débito
C168,2024-12-03,200,Tienda Física,Tarjeta Crédito
C212,2024-12-04,200,Online,Tarjeta Crédito
C185,2024-12-04,10,Tienda Física,Efectivo
C107,2024-12-04,20,Tienda Física,Efectivo
C107,2024-12-04,10,Tienda Física,Efectivo
C286,2024-12-05,140,Tienda Física,Tarjeta Crédito
C151,2024-12-05,100,Online,Efectivo
C226,2024-12-05,30,Tienda Física,Efectivo
C256,2024-12-05,140,Tienda Física,Tarjeta Crédito
C141,2024-12-05,100,Online,Tarjeta Débito
C154,2024-12-05,140,Tienda Física,Tarjeta Débito
C218,2024-12-06,60,App,Tarjeta Crédito
C164,2024-12-06,60,App,Efectivo
C064,2024-12-06,140,Tienda Física,Tarjeta Crédito
C152,2024-12-06,100,Tienda Física,Tarjeta Débito
C139,2024-12-06,30,Tienda Física,Efectivo
C064,2024-12-06,180,Tienda Física,Tarjeta Débito
C027,2024-12-06,180,Online,Tarjeta Débito
C240,2024-12-06,160,App,Efectivo
C095,2024-12-07,60,App,Tarjeta Crédito
C200,2024-12-07,50,Tienda Física,Efectivo
C036,2024-12-07,200,Tienda Física,Tarjeta Débito
C212,2024-12-07,180,Online,Tarjeta Crédito
C033,2024-12-08,40,Tienda Física,Efectivo
C133,2024-12-08,60,Online,Efectivo
C161,2024-12-08,160,Online,Tarjeta Crédito
C226,2024-12-08,10,Tienda Física,Efectivo
C110,2024-12-08,40,Tienda Física,Efectivo
C105,2024-12-08,160,Tienda Física,Tarjeta Débito
C056,2024-12-08,100,Tienda Física,Tarjeta Crédito
C161,2024-12-09,200,Tienda Física,Tarjeta Débito
C030,2024-12-09,200,Tienda Física,Tarjeta Débito
C218,2024-12-09,10,Tienda Física,Efectivo
C135,2024-12-09,60,Tienda Física,Tarjeta Débito
C205,2024-12-09,40,Tienda Física,Efectivo
C139,2024-12-09,30,Tienda Física,Efectivo
C206,2024-12-09,200,Online,Tarjeta Débito
C206,2024-12-10,200,Tienda Física,Tarjeta Débito
C225,2024-12-10,120,App,Efectivo
C279,2024-12-10,200,Tienda Física,Tarjeta Débito
C212,2024-12-10,180,App,Efectivo
C205,2024-12-10,10,Tienda Física,Efectivo
C012,2024-12-10,50,Tienda Física,Efectivo
C135,2024-12-10,40,Tienda Física,Efectivo
C083,2024-12-11,160,App,Tarjeta Débito
C119,2024-12-11,180,App,Efectivo
C100,2024-12-11,140,Tienda Física,Tarjeta Débito
C288,2024-12-11,100,App,Tarjeta Crédito
C186,2024-12-12,180,Tienda Física,Tarjeta Crédito
C143,2024-12-12,40,Tienda Física,Efectivo
C275,2024-12-12,200,Online,Tarjeta Crédito
C170,2024-12-12,60,Tienda Física,Tarjeta Débito
C093,2024-12-12,100,App,Efectivo
C193,2024-12-12,200,Tienda Física,Tarjeta Crédito
C146,2024-12-13,40,Tienda Física,Efectivo
C139,2024-12-13,10,Tienda Física,Efectivo
C079,2024-12-13,10,Tienda Física,Efectivo
C216,2024-12-13,120,Online,Tarjeta Crédito
C207,2024-12-13,60,App,Tarjeta Crédito
C118,2024-12-14,120,Tienda Física,Tarjeta Débito
C170,2024-12-14,40,Tienda Física,Efectivo
C003,2024-12-14,60,Online,Tarjeta Débito
C045,2024-12-14,120,App,Efectivo
C206,2024-12-14,100,Tienda Física,Tarjeta Crédito
C139,2024-12-15,30,Tienda Física,Efectivo
C268,2024-12-15,60,App,Tarjeta Débito
C006,2024-12-15,160,App,Tarjeta Crédito
C081,2024-12-15,60,Online,Efectivo
C171,2024-12-15,100,App,Tarjeta Crédito
C095,2024-12-15,60,Tienda Física,Tarjeta Débito
C005,2024-12-16,100,Online,Tarjeta Débito
C216,2024-12-16,180,Online,Efectivo
C159,2024-12-16,60,Tienda Física,Efectivo
C226,2024-12-16,20,Tienda Física,Efectivo
C095,2024-12-16,60,Tienda Física,Tarjeta Crédito
C055,2024-12-17,60,App,Tarjeta Débito
C133,2024-12-17,60,App,Efectivo
C070,2024-12-17,200,Online,Tarjeta Débito
C068,2024-12-17,60,Online,Tarjeta Débito
C217,2024-12-18,30,Tienda Física,Efectivo
C083,2024-12-18,160,App,Efectivo
C225,2024-12-19,120,Tienda Física,Efectivo
C217,2024-12-19,10,Tienda Física,Efectivo
C014,2024-12-19,100,Online,Tarjeta Crédito
C032,2024-12-19,140,Tienda Física,Tarjeta Crédito
C082,2024-12-19,40,Tienda Física,Efectivo
C032,2024-12-19,180,Tienda Física,Tarjeta Débito
C006,2024-12-19,180,Online,Tarjeta Crédito
C119,2024-12-20,200,Online,Tarjeta Crédito
C107,2024-12-20,20,Tienda Física,Efectivo
C079,2024-12-20,20,Tienda Física,Efectivo
C120,2024-12-20,180,Online,Tarjeta Crédito
C274,2024-12-20,120,Tienda Física,Efectivo
C089,2024-12-20,160,Tienda Física,Tarjeta Débito
C259,2024-12-21,160,Online,Tarjeta Crédito
C029,2024-12-21,60,Online,Efectivo
C103,2024-12-21,160,Online,Tarjeta Crédito
C240,2024-12-21,160,Online,Tarjeta Débito
C184,2024-12-22,180,App,Tarjeta Débito
C260,2024-12-22,100,App,Efectivo
C171,2024-12-22,100,App,Tarjeta Crédito
C180,2024-12-22,20,Tienda Física,Efectivo
C017,2024-12-22,50,Tienda Física,Efectivo
C010,2024-12-23,20,Tienda Física,Efectivo
C148,2024-12-23,100,App,Tarjeta Crédito
C014,2024-12-23,100,Tienda Física,Tarjeta Débito
C055,2024-12-24,60,Online,Tarjeta Crédito
C051,2024-12-24,140,Online,Tarjeta Débito
C141,2024-12-24,100,Online,Efectivo
C267,2024-12-24,40,Tienda Física,Efectivo
C119,2024-12-24,160,Online,Tarjeta Débito
C231,2024-12-24,160,Tienda Física,Efectivo
C292,2024-12-24,10,Tienda Física,Efectivo
C089,2024-12-25,180,Tienda Física,Tarjeta Débito
C107,2024-12-25,20,Tienda Física,Efectivo
C274,2024-12-25,120,Tienda Física,Tarjeta Crédito
C005,2024-12-25,100,App,Efectivo
C218,2024-12-25,50,Tienda Física,Efectivo
C239,2024-12-25,120,Online,Tarjeta Crédito
C220,2024-12-25,40,Tienda Física,Efectivo
C189,2024-12-25,100,Online,Tarjeta Crédito
C029,2024-12-25,20,Tienda Física,Efectivo
C119,2024-12-25,180,App,Efectivo
C195,2024-12-25,160,Tienda Física,Tarjeta Crédito
C003,2024-12-26,50,Tienda Física,Efectivo
C218,2024-12-27,10,Tienda Física,Efectivo
C277,2024-12-27,160,App,Efectivo
C145,2024-12-27,10,Tienda Física,Efectivo
C004,2024-12-27,10,Tienda Física,Efectivo
C120,2024-12-27,160,Tienda Física,Efectivo
C184,2024-12-27,180,Tienda Física,Tarjeta Crédito
C021,2024-12-27,160,Tienda Física,Efectivo
C103,2024-12-27,180,Online,Tarjeta Crédito
C089,2024-12-28,160,App,Tarjeta Débito
C274,2024-12-28,100,Tienda Física,Efectivo
C074,2024-12-29,50,Tienda Física,Efectivo
C299,2024-12-29,140,Tienda Física,Tarjeta Débito
C095,2024-12-30,60,Online,Efectivo
C129,2024-12-30,200,Online,Tarjeta Débito
C056,2024-12-30,100,Tienda Física,Efectivo
C151,2024-12-30,160,Online,Tarjeta Débito
C217,2024-12-30,20,Tienda Física,Efectivo
C103,2024-12-30,160,Tienda Física,Tarjeta Débito
C141,2024-12-30,100,App,Efectivo
C050,2024-12-30,180,Online,Efectivo
C128,2024-12-30,30,Tienda Física,Efectivo
C299,2024-12-30,200,Tienda Física,Tarjeta Débito
C288,2024-12-30,100,Tienda Física,Tarjeta Crédito
C117,2024-12-31,50,Tienda Física,Efectivo
C168,2024-12-31,160,Online,Efectivo
C123,2025-01-01,120,Online,Tarjeta Débito
C266,2025-01-01,350,Tienda Física,Tarjeta Débito
C080,2025-01-01,140,Tienda Física,Tarjeta Crédito
C219,2025-01-01,140,App,Tarjeta Débito
C296,2025-01-01,50,Tienda Física,Efectivo
C191,2025-01-01,60,Tienda Física,Efectivo
C135,2025-01-01,10,Tienda Física,Efectivo
C210,2025-01-01,450,Tienda Física,Tarjeta Crédito
C097,2025-01-01,300,Tienda Física,Tarjeta Crédito
C042,2025-01-02,200,Online,Tarjeta Débito
C032,2025-01-02,180,App,Tarjeta Crédito
C048,2025-01-02,450,Tienda Física,Tarjeta Crédito
C142,2025-01-02,480,Tienda Física,Tarjeta Crédito
C045,2025-01-02,200,Online,Tarjeta Débito
C158,2025-01-02,400,Tienda Física,Tarjeta Crédito
C195,2025-01-02,160,App,Efectivo
C025,2025-01-02,100,App,Tarjeta Crédito
C143,2025-01-02,50,Tienda Física,Efectivo
C271,2025-01-03,160,Online,Efectivo
C271,2025-01-03,160,Tienda Física,Efectivo
C284,2025-01-03,100,Online,Tarjeta Crédito
C063,2025-01-03,200,Online,Tarjeta Débito
C099,2025-01-03,450,Tienda Física,Tarjeta Crédito
C157,2025-01-03,450,Tienda Física,Tarjeta Crédito
C078,2025-01-03,500,Tienda Física,Tarjeta Crédito
C058,2025-01-03,480,Tienda Física,Tarjeta Crédito
C208,2025-01-03,350,Online,Tarjeta Débito
C008,2025-01-03,400,Tienda Física,Tarjeta Crédito
C147,2025-01-04,160,Online,Tarjeta Crédito
C250,2025-01-04,180,App,Tarjeta Débito
C260,2025-01-04,140,Tienda Física,Tarjeta Crédito
C261,2025-01-04,480,Tienda Física,Tarjeta Crédito
C243,2025-01-04,200,Tienda Física,Tarjeta Crédito
C115,2025-01-04,100,Online,Tarjeta Débito
C039,2025-01-04,350,Online,Tarjeta Débito
C148,2025-01-04,200,Online,Tarjeta Débito
C022,2025-01-04,20,Tienda Física,Efectivo
C156,2025-01-04,120,Tienda Física,Tarjeta Crédito
C079,2025-01-04,30,Tienda Física,Efectivo
C289,2025-01-04,100,Online,Tarjeta Crédito
C271,2025-01-04,180,App,Tarjeta Débito
C066,2025-01-04,180,Tienda Física,Tarjeta Crédito
C046,2025-01-05,200,Tienda Física,Tarjeta Débito
C059,2025-01-05,480,Tienda Física,Tarjeta Crédito
C271,2025-01-05,180,Tienda Física,Tarjeta Crédito
C071,2025-01-05,480,Tienda Física,Tarjeta Crédito
C258,2025-01-05,200,Online,Tarjeta Débito
C070,2025-01-05,120,Online,Tarjeta Crédito
C176,2025-01-06,140,Online,Tarjeta Crédito
C283,2025-01-06,450,Tienda Física,Tarjeta Crédito
C132,2025-01-06,500,Tienda Física,Tarjeta Crédito
C115,2025-01-06,180,App,Efectivo
C085,2025-01-06,500,Tienda Física,Tarjeta Crédito
C075,2025-01-06,450,Tienda Física,Tarjeta Crédito
C065,2025-01-06,140,Online,Efectivo
C013,2025-01-06,140,Online,Tarjeta Crédito
C038,2025-01-06,200,Online,Tarjeta Débito
C043,2025-01-06,480,Tienda Física,Tarjeta Crédito
C044,2025-01-06,180,Online,Tarjeta Débito
C236,2025-01-07,350,Online,Tarjeta Crédito
C287,2025-01-07,500,Tienda Física,Tarjeta Crédito
C024,2025-01-07,200,Tienda Física,Tarjeta Débito
C213,2025-01-07,140,Tienda Física,Tarjeta Crédito
C130,2025-01-07,140,Tienda Física,Tarjeta Débito
C020,2025-01-07,160,Online,Tarjeta Débito
C018,2025-01-07,180,Online,Tarjeta Crédito
C061,2025-01-07,350,Online,Tarjeta Débito
C187,2025-01-07,200,Tienda Física,Tarjeta Débito
C206,2025-01-07,100,App,Efectivo
C267,2025-01-07,10,Tienda Física,Efectivo
C256,2025-01-07,140,Tienda Física,Tarjeta Crédito
C271,2025-01-07,200,Online,Tarjeta Crédito
C172,2025-01-07,400,Tienda Física,Tarjeta Crédito
C174,2025-01-07,400,Tienda Física,Tarjeta Crédito
C237,2025-01-07,140,App,Efectivo
C266,2025-01-08,350,Tienda Física,Tarjeta Débito
C220,2025-01-08,60,App,Efectivo
C193,2025-01-08,180,Online,Tarjeta Débito
C214,2025-01-08,120,App,Tarjeta Débito
C177,2025-01-08,140,App,Efectivo
C092,2025-01-08,300,Online,Tarjeta Débito
C052,2025-01-08,160,Tienda Física,Efectivo
C052,2025-01-08,160,App,Efectivo
C293,2025-01-08,180,Tienda Física,Tarjeta Crédito
C205,2025-01-08,50,Tienda Física,Efectivo
C063,2025-01-09,180,App,Tarjeta Débito
C140,2025-01-09,500,Tienda Física,Tarjeta Crédito
C284,2025-01-09,160,App,Tarjeta Crédito
C295,2025-01-09,160,Tienda Física,Tarjeta Crédito
C250,2025-01-09,140,Tienda Física,Tarjeta Crédito
C074,2025-01-09,60,Tienda Física,Tarjeta Débito
C064,2025-01-09,180,Tienda Física,Tarjeta Crédito
C253,2025-01-09,200,Tienda Física,Tarjeta Débito
C176,2025-01-09,100,Online,Efectivo
C056,2025-01-09,120,Tienda Física,Tarjeta Débito
C095,2025-01-09,40,Tienda Física,Efectivo
C201,2025-01-10,350,Tienda Física,Tarjeta Débito
C011,2025-01-10,120,Online,Tarjeta Débito
C179,2025-01-10,120,App,Tarjeta Débito
C138,2025-01-10,300,Tienda Física,Tarjeta Débito
C116,2025-01-10,180,App,Efectivo
C060,2025-01-10,400,Tienda Física,Tarjeta Crédito
C148,2025-01-10,100,Online,Tarjeta Débito
C291,2025-01-10,500,Tienda Física,Tarjeta Crédito
C276,2025-01-10,160,App,Tarjeta Crédito
C149,2025-01-10,120,Online,Tarjeta Crédito
C259,2025-01-10,180,Online,Tarjeta Débito
C107,2025-01-11,20,Tienda Física,Efectivo
C037,2025-01-11,180,App,Efectivo
C211,2025-01-11,480,Tienda Física,Tarjeta Crédito
C280,2025-01-11,300,Online,Tarjeta Crédito
C054,2025-01-11,480,Tienda Física,Tarjeta Crédito
C246,2025-01-11,480,Tienda Física,Tarjeta Crédito
C245,2025-01-11,160,Online,Tarjeta Débito
C134,2025-01-11,400,Tienda Física,Tarjeta Crédito
C293,2025-01-11,200,Online,Tarjeta Débito
C268,2025-01-11,40,Tienda Física,Efectivo
C113,2025-01-11,120,Online,Efectivo
C077,2025-01-11,300,Tienda Física,Tarjeta Débito
C145,2025-01-11,10,Tienda Física,Efectivo
C026,2025-01-12,120,Online,Tarjeta Crédito
C012,2025-01-12,60,Tienda Física,Efectivo
C242,2025-01-12,140,Tienda Física,Tarjeta Crédito
C123,2025-01-12,100,Tienda Física,Tarjeta Débito
C088,2025-01-12,450,Tienda Física,Tarjeta Crédito
C041,2025-01-12,300,Tienda Física,Tarjeta Débito
C126,2025-01-12,140,App,Tarjeta Crédito
C254,2025-01-12,480,Tienda Física,Tarjeta Crédito
C274,2025-01-12,120,Online,Efectivo
C251,2025-01-12,350,Tienda Física,Tarjeta Crédito
C241,2025-01-13,350,Online,Tarjeta Crédito
C083,2025-01-13,160,Tienda Física,Tarjeta Crédito
C149,2025-01-13,140,App,Tarjeta Débito
C294,2025-01-13,120,Tienda Física,Tarjeta Débito
C017,2025-01-13,30,Tienda Física,Efectivo
C208,2025-01-13,500,Tienda Física,Tarjeta Crédito
C154,2025-01-13,140,Online,Efectivo
C126,2025-01-13,200,Tienda Física,Tarjeta Crédito
C152,2025-01-14,100,App,Tarjeta Crédito
C111,2025-01-14,480,Tienda Física,Tarjeta Crédito
C126,2025-01-14,120,Online,Efectivo
C282,2025-01-14,300,Tienda Física,Tarjeta Crédito
C264,2025-01-14,350,Tienda Física,Tarjeta Débito
C225,2025-01-14,180,Online,Tarjeta Crédito
C062,2025-01-14,160,App,Tarjeta Crédito
C197,2025-01-14,100,Tienda Física,Tarjeta Crédito
C082,2025-01-14,50,Tienda Física,Efectivo
C127,2025-01-14,180,Online,Tarjeta Crédito
C117,2025-01-14,40,Tienda Física,Efectivo
C126,2025-01-14,140,Tienda Física,Tarjeta Débito
C059,2025-01-14,350,Online,Tarjeta Débito
C010,2025-01-15,60,App,Tarjeta Débito
C269,2025-01-15,500,Tienda Física,Tarjeta Crédito
C285,2025-01-15,60,Online,Tarjeta Débito
C198,2025-01-16,120,App,Efectivo
C003,2025-01-16,50,Tienda Física,Efectivo
C201,2025-01-16,450,Tienda Física,Tarjeta Crédito
C036,2025-01-16,180,Online,Tarjeta Crédito
C203,2025-01-16,500,Tienda Física,Tarjeta Crédito
C085,2025-01-16,350,Online,Tarjeta Crédito
C101,2025-01-16,120,App,Tarjeta Débito
C044,2025-01-16,140,Online,Tarjeta Débito
C109,2025-01-16,500,Tienda Física,Tarjeta Crédito
C182,2025-01-16,200,Tienda Física,Tarjeta Débito
C212,2025-01-16,180,App,Efectivo
C084,2025-01-17,10,Tienda Física,Efectivo
C006,2025-01-17,180,Tienda Física,Tarjeta Crédito
C152,2025-01-17,160,App,Tarjeta Débito
C065,2025-01-17,180,Online,Efectivo
C120,2025-01-17,180,Online,Efectivo
C211,2025-01-17,300,Tienda Física,Tarjeta Débito
C296,2025-01-17,60,App,Efectivo
C242,2025-01-17,100,Tienda Física,Tarjeta Crédito
C191,2025-01-17,10,Tienda Física,Efectivo
C007,2025-01-17,480,Tienda Física,Tarjeta Crédito
C196,2025-01-17,500,Tienda Física,Tarjeta Crédito
C124,2025-01-18,480,Tienda Física,Tarjeta Crédito
C110,2025-01-18,60,Online,Tarjeta Crédito
C084,2025-01-18,30,Tienda Física,Efectivo
C169,2025-01-18,350,Online,Tarjeta Débito
C114,2025-01-18,300,Tienda Física,Tarjeta Débito
C167,2025-01-18,100,App,Tarjeta Débito
C125,2025-01-18,400,Tienda Física,Tarjeta Crédito
C284,2025-01-18,100,Tienda Física,Tarjeta Débito
C296,2025-01-19,50,Tienda Física,Efectivo
C010,2025-01-19,40,Tienda Física,Efectivo
C151,2025-01-19,100,Tienda Física,Tarjeta Crédito
C116,2025-01-19,180,Tienda Física,Tarjeta Crédito
C016,2025-01-19,180,Online,Tarjeta Débito
C086,2025-01-19,480,Tienda Física,Tarjeta Crédito
C167,2025-01-19,140,Online,Efectivo
C151,2025-01-19,200,Tienda Física,Tarjeta Crédito
C103,2025-01-20,160,Online,Efectivo
C299,2025-01-20,180,App,Tarjeta Crédito
C286,2025-01-20,120,App,Efectivo
C239,2025-01-20,100,Online,Efectivo
C196,2025-01-20,450,Tienda Física,Tarjeta Crédito
C265,2025-01-20,180,Tienda Física,Efectivo
C234,2025-01-20,350,Online,Tarjeta Débito
C054,2025-01-20,480,Tienda Física,Tarjeta Crédito
C157,2025-01-21,500,Tienda Física,Tarjeta Crédito
C082,2025-01-21,40,Tienda Física,Efectivo
C009,2025-01-21,500,Tienda Física,Tarjeta Crédito
C198,2025-01-21,120,Online,Tarjeta Crédito
C282,2025-01-21,350,Tienda Física,Tarjeta Crédito
C040,2025-01-21,480,Tienda Física,Tarjeta Crédito
C140,2025-01-21,450,Tienda Física,Tarjeta Crédito
C118,2025-01-21,140,App,Tarjeta Crédito
C128,2025-01-21,10,Tienda Física,Efectivo
C272,2025-01-21,400,Tienda Física,Tarjeta Crédito
C207,2025-01-21,60,Online,Tarjeta Crédito
C190,2025-01-22,350,Online,Tarjeta Crédito
C139,2025-01-22,30,Tienda Física,Efectivo
C154,2025-01-22,100,Online,Tarjeta Crédito
C119,2025-01-22,180,Online,Tarjeta Crédito
C130,2025-01-22,160,Online,Efectivo
C213,2025-01-22,180,Tienda Física,Tarjeta Crédito
C203,2025-01-22,500,Tienda Física,Tarjeta Crédito
C112,2025-01-22,300,Tienda Física,Tarjeta Débito
C015,2025-01-22,480,Tienda Física,Tarjeta Crédito
C268,2025-01-22,10,Tienda Física,Efectivo
C046,2025-01-22,100,Online,Tarjeta Crédito
C073,2025-01-22,300,Online,Tarjeta Débito
C250,2025-01-22,120,Online,Tarjeta Crédito
C258,2025-01-22,180,App,Efectivo
C058,2025-01-23,450,Tienda Física,Tarjeta Crédito
C089,2025-01-23,160,Online,Tarjeta Crédito
C145,2025-01-23,30,Tienda Física,Efectivo
C205,2025-01-23,60,Online,Tarjeta Crédito
C104,2025-01-23,350,Online,Tarjeta Débito
C046,2025-01-23,180,App,Efectivo
C013,2025-01-23,140,Online,Efectivo
C031,2025-01-23,100,Online,Tarjeta Débito
C013,2025-01-23,120,Tienda Física,Tarjeta Débito
C120,2025-01-23,160,App,Tarjeta Débito
C171,2025-01-23,120,Online,Tarjeta Crédito
C147,2025-01-23,200,Tienda Física,Tarjeta Crédito
C200,2025-01-23,50,Tienda Física,Efectivo
C290,2025-01-24,350,Online,Tarjeta Crédito
C187,2025-01-24,160,App,Tarjeta Débito
C052,2025-01-24,200,Online,Tarjeta Débito
C164,2025-01-24,30,Tienda Física,Efectivo
C181,2025-01-24,450,Tienda Física,Tarjeta Crédito
C281,2025-01-24,480,Tienda Física,Tarjeta Crédito
C099,2025-01-24,500,Tienda Física,Tarjeta Crédito
C041,2025-01-24,350,Online,Tarjeta Crédito
C139,2025-01-24,20,Tienda Física,Efectivo
C287,2025-01-24,480,Tienda Física,Tarjeta Crédito
C214,2025-01-24,140,App,Efectivo
C200,2025-01-24,60,App,Tarjeta Débito
C222,2025-01-24,200,Tienda Física,Tarjeta Crédito
C243,2025-01-24,100,App,Tarjeta Crédito
C068,2025-01-24,30,Tienda Física,Efectivo
C113,2025-01-24,160,App,Efectivo
C028,2025-01-25,350,Online,Tarjeta Débito
C204,2025-01-25,160,App,Tarjeta Débito
C083,2025-01-25,200,Online,Tarjeta Crédito
C209,2025-01-25,50,Tienda Física,Efectivo
C087,2025-01-25,450,Tienda Física,Tarjeta Crédito
C177,2025-01-25,160,Online,Efectivo
C179,2025-01-25,140,Online,Efectivo
C131,2025-01-25,180,Online,Tarjeta Débito
C219,2025-01-25,140,Online,Tarjeta Débito
C167,2025-01-25,140,Tienda Física,Tarjeta Crédito
